<http://qudt.org/2.1/schema/qudt#unit>,<http://www.w3.org/ns/adms#status>,@id,dct:description,owl:sameAs,rdf:type,rdfs:label,reg:category,skos:exactMatch,skos:inScheme,skos:notation,skos:prefLabel,skos:topConceptOf
<https://data.geoscience.fr/ncl/uom/463>,<http://inspire.ec.europa.eu/registry/status/valid>,<https://data.geoscience.fr/ncl/ObsProp/191>,' Water conductivity measured at 25°C'@en|' Conductivité électrique de l'eau mesurée ou corrigée à 25°C.'@fr,<http://id.eaufrance.fr/par/1303>,<http://qudt.org/schema/qudt/QuantityKind>|<https://data.geoscience.fr/def/main#GroundwaterObservedProperty>|skos:Concept|<https://data.geoscience.fr/def/main#PhysicalObservedProperty>,'Conductivité de l'eau à 25°C'@fr|'Water conductivity at 25°C'@en,<https://data.geoscience.fr/ncl/structure/Category/4>,<http://registry.it.csiro.au/def/environment/property/electrical_conductivity_water_at_25C>,<https://data.geoscience.fr/ncl/ObsProp>,'191','Water conductivity at 25°C'@en|'Conductivité de l'eau à 25°C'@fr,<https://data.geoscience.fr/ncl/ObsProp>
